id_candidato,anios_experiencia,nivel_educativo,skills_deseables_ratio,peso_certificaciones,decision_final
4961,0.4,universitario,1.0,23,1
5011,1.2,universitario,1.0,24,1
2742,5.9,universitario,0.75,13,1
4118,13.4,terciario,0.6,7,1
827,1.1,secundario,0.18,0,0
927,1.1,terciario,0.01,2,0
1622,0.6,universitario,0.72,4,1
4957,0.8,universitario,0.94,23,1
3031,7.8,terciario,0.66,11,0
237,1.3,secundario,0.14,1,0
3691,5.4,universitario,0.66,8,0
729,2.0,secundario,0.16,0,0
435,0.1,secundario,0.3,1,0
491,0.7,secundario,0.27,0,0
4488,21.4,universitario,0.82,4,1
5005,1.1,universitario,0.9,20,1
3933,13.9,universitario,0.92,0,1
1918,0.6,universitario,0.54,3,1
501,1.3,secundario,0.21,0,0
811,1.3,secundario,0.05,0,0
1140,0.5,secundario,0.21,2,0
4090,10.5,universitario,0.82,5,1
3460,4.6,universitario,0.74,11,0
147,0.7,secundario,0.31,1,0
1662,0.6,universitario,0.47,1,0
4900,1.7,universitario,0.91,21,1
3743,5.8,universitario,0.51,6,0
3827,8.5,universitario,0.63,5,0
5083,0.8,universitario,1.0,21,1
1213,0.6,secundario,0.12,1,0
2614,4.5,universitario,0.75,9,0
3709,4.4,terciario,0.41,16,0
1324,1.0,secundario,0.19,2,0
4161,18.7,terciario,0.84,4,1
3124,4.3,universitario,0.52,9,1
2522,0.8,universitario,0.75,0,0
1609,0.3,universitario,0.56,2,0
1851,0.6,universitario,0.72,4,0
4938,1.0,universitario,0.9,24,1
4197,23.3,universitario,0.73,1,1
1900,0.4,universitario,0.72,0,0
439,1.3,secundario,0.24,0,0
316,1.2,secundario,0.04,1,0
3764,9.0,universitario,0.66,6,0
1442,0.4,secundario,0.38,1,0
112,0.9,secundario,0.15,0,0
1621,0.4,universitario,0.59,0,0
3741,5.2,terciario,0.67,10,1
4038,19.0,terciario,0.75,7,1
4528,14.7,terciario,0.77,7,1
3105,6.3,terciario,0.65,7,0
2965,3.1,universitario,0.69,14,0
3216,8.0,terciario,0.72,10,0
4941,1.1,universitario,0.9,24,1
2423,0.3,universitario,0.66,1,0
2672,3.0,universitario,0.85,5,0
3014,4.1,terciario,0.63,7,0
202,0.8,secundario,0.25,0,0
3650,7.7,terciario,0.75,9,0
1559,0.0,secundario,0.08,2,0
272,1.7,secundario,0.19,1,0
208,1.2,secundario,0.16,1,0
4297,19.3,universitario,0.66,5,1
3670,5.1,terciario,0.59,7,0
5092,1.5,universitario,0.94,23,1
4396,16.3,universitario,0.84,5,0
4164,20.2,terciario,0.83,4,1
3962,23.5,terciario,0.68,5,1
4223,14.8,universitario,0.69,3,1
4730,0.6,universitario,0.97,25,1
161,1.3,secundario,0.26,0,0
1341,0.9,terciario,0.14,3,0
4738,1.1,universitario,1.0,25,1
1141,1.6,secundario,0.02,0,0
4288,20.1,terciario,0.7,0,1
2861,4.8,terciario,0.67,12,1
2221,0.4,universitario,0.75,2,0
1625,0.8,universitario,0.38,0,0
3622,6.8,universitario,0.59,13,1
254,0.5,secundario,0.23,0,0
2349,0.4,universitario,0.58,0,0
582,0.0,secundario,0.16,0,0
4334,10.0,terciario,0.68,2,0
4406,16.4,terciario,0.76,5,1
3679,7.3,terciario,0.57,8,0
4226,13.9,universitario,0.84,6,1
3663,6.1,terciario,0.71,9,0
3416,7.2,terciario,0.62,5,1
1863,0.8,universitario,0.7,1,0
3639,6.5,terciario,0.65,5,1
4904,1.3,universitario,0.94,25,1
851,0.1,terciario,0.16,2,0
3720,5.6,terciario,0.41,5,0
1886,0.9,universitario,0.58,1,0
4371,12.4,universitario,0.52,3,1
3484,7.2,terciario,0.82,10,0
4449,18.4,terciario,0.87,6,1
506,0.7,secundario,0.14,1,0
858,0.5,secundario,0.3,1,0
2812,3.0,universitario,0.63,8,0
2771,8.6,universitario,0.53,10,1
4084,14.6,terciario,0.76,10,1
198,0.7,secundario,0.23,1,0
1434,0.8,secundario,0.15,0,0
4552,16.9,universitario,0.83,0,1
2892,4.8,universitario,0.67,10,0
2955,8.1,terciario,0.66,10,0
287,1.1,secundario,0.03,1,0
4104,15.2,terciario,0.72,1,1
2824,5.6,terciario,0.54,14,0
3684,8.4,terciario,0.72,7,1
2159,0.9,universitario,0.54,0,0
1420,0.4,secundario,0.29,0,0
249,1.4,secundario,0.32,0,0
129,1.5,secundario,0.21,1,0
4241,16.2,terciario,0.76,3,1
4110,14.4,universitario,0.43,2,1
3464,4.8,universitario,0.61,7,0
793,1.1,secundario,0.12,1,0
2967,3.0,universitario,0.66,15,0
3877,17.7,universitario,0.77,3,1
1487,1.7,terciario,0.1,1,0
1946,0.7,universitario,0.57,1,0
4831,0.5,universitario,0.99,24,1
230,0.7,secundario,0.07,1,0
1700,0.6,universitario,0.49,1,0
3730,3.0,universitario,0.61,7,0
4604,1.2,universitario,0.98,23,1
802,0.4,secundario,0.1,0,0
4083,13.1,universitario,0.71,7,1
3129,8.9,universitario,0.72,11,0
3070,9.4,terciario,0.8,10,0
4457,10.6,universitario,0.71,4,0
1809,0.2,universitario,0.6,4,0
3054,6.1,universitario,0.59,13,0
555,0.8,terciario,0.08,2,0
2969,4.1,universitario,0.58,8,0
2141,1.0,universitario,0.62,0,0
1873,1.0,universitario,0.62,3,0
2416,0.7,universitario,0.52,0,0
710,1.4,secundario,0.34,1,0
268,0.9,secundario,0.02,0,0
831,1.2,secundario,0.19,0,0
4349,22.2,universitario,0.66,7,1
3459,7.5,terciario,0.6,14,0
2175,0.2,universitario,0.58,0,0
4140,11.7,universitario,0.6,1,0
3801,7.8,terciario,0.55,18,1
1723,0.4,universitario,0.46,1,0
688,0.6,terciario,0.17,0,0
1502,0.4,secundario,0.21,0,0
3146,6.2,terciario,0.52,10,1
3325,6.0,terciario,0.6,15,0
1801,0.6,universitario,0.58,0,0
3189,6.4,terciario,0.75,8,0
4491,12.4,terciario,0.54,0,1
3082,4.1,universitario,0.7,9,0
141,1.3,secundario,0.33,0,0
1480,1.4,terciario,0.11,0,0
2190,0.7,universitario,0.57,1,0
2276,0.7,universitario,0.66,2,0
3318,3.0,terciario,0.6,5,0
2986,7.4,universitario,0.79,11,0
175,0.9,secundario,0.03,0,0
4010,18.9,terciario,0.7,3,1
5065,1.4,universitario,1.0,23,1
2758,4.7,terciario,0.68,7,1
3281,6.1,universitario,0.5,5,1
2177,0.5,universitario,0.75,0,0
542,0.8,secundario,0.11,0,0
4152,14.6,terciario,0.66,0,1
2152,0.4,universitario,0.63,3,0
2642,7.4,terciario,0.66,9,1
3407,7.0,universitario,0.77,9,1
1402,0.9,secundario,0.06,0,0
1882,0.3,universitario,0.75,2,0
4915,0.2,universitario,0.9,23,1
3531,7.9,universitario,0.63,11,1
1405,0.6,secundario,0.35,0,0
337,1.0,secundario,0.14,0,0
2700,5.5,universitario,0.85,9,1
621,0.1,secundario,0.25,2,0
2674,9.6,terciario,0.62,6,0
3381,6.1,universitario,0.73,12,1
3287,7.3,universitario,0.65,13,1
2869,5.2,universitario,0.59,18,1
836,0.0,secundario,0.19,1,0
4804,0.8,universitario,0.97,24,1
5030,1.4,universitario,0.95,24,1
2207,0.8,universitario,0.51,0,0
2780,3.1,universitario,0.57,8,0
3330,6.6,terciario,0.63,9,1
2862,3.0,universitario,0.55,16,0
693,1.1,secundario,0.14,2,0
1404,0.7,terciario,0.29,1,0
1488,1.4,secundario,0.17,1,0
4796,0.8,universitario,0.92,22,1
4627,1.1,universitario,0.97,23,1
4048,18.7,universitario,0.69,14,1
1991,0.5,universitario,0.47,0,0
3088,6.4,universitario,0.42,8,1
5025,0.8,universitario,0.91,25,1
3398,5.8,universitario,0.79,10,1
1005,0.5,secundario,0.12,0,0
4710,0.7,universitario,0.92,21,0
1380,0.4,secundario,0.26,0,0
1034,0.9,secundario,0.21,2,0
5000,1.9,universitario,1.0,23,1
2409,0.4,universitario,0.52,3,0
1656,0.8,universitario,0.67,2,0
4634,0.8,universitario,0.9,21,1
3291,7.8,terciario,0.63,16,0
4542,18.5,terciario,0.72,3,1
807,0.3,secundario,0.13,0,0
4791,1.6,universitario,0.95,23,1
3171,9.8,terciario,0.77,14,0
846,0.3,terciario,0.17,1,0
3695,9.8,terciario,0.62,18,0
2040,0.6,universitario,0.59,2,0
4501,15.9,terciario,0.66,11,1
2963,5.1,terciario,0.57,6,0
4097,10.0,terciario,0.7,2,1
614,0.6,terciario,0.26,2,0
182,0.9,terciario,0.28,2,0
5077,0.8,universitario,0.9,25,1
1409,1.5,terciario,0.07,2,0
4715,1.0,universitario,0.9,25,1
1015,0.9,secundario,0.25,1,0
3553,7.5,terciario,0.62,9,1
3796,3.8,universitario,0.77,7,1
4905,0.7,universitario,0.9,21,0
3257,10.0,terciario,0.82,7,1
2299,0.5,universitario,0.6,0,0
4333,15.0,terciario,0.63,12,1
875,1.7,terciario,0.36,1,0
430,0.4,secundario,0.02,0,0
2155,0.4,universitario,0.75,1,0
2102,0.4,universitario,0.65,0,0
1044,1.3,secundario,0.23,1,0
923,1.1,terciario,0.16,0,0
4628,1.3,universitario,0.95,23,1
1010,1.1,secundario,0.32,1,0
2617,5.8,terciario,0.77,5,1
282,1.1,secundario,0.33,1,0
265,0.5,secundario,0.27,2,0
1624,0.4,universitario,0.72,2,0
552,1.0,secundario,0.18,0,0
2639,4.1,terciario,0.61,19,1
4238,18.1,terciario,0.72,7,1
4876,0.8,universitario,0.9,21,1
1412,0.1,secundario,0.21,1,0
3250,6.9,terciario,0.76,6,1
1212,0.5,secundario,0.32,0,0
4648,0.9,universitario,1.0,22,1
4186,21.5,terciario,0.78,2,1
3590,7.7,terciario,0.71,5,0
1388,1.0,secundario,0.1,1,0
4278,16.3,universitario,0.71,5,1
4746,1.1,universitario,0.95,21,1
3781,6.8,terciario,0.63,8,1
4612,1.7,universitario,0.99,21,1
4269,21.1,terciario,0.6,0,1
3401,7.6,terciario,0.52,8,1
3411,6.8,terciario,0.54,11,0
4657,1.0,universitario,0.91,22,1
3226,4.4,terciario,0.69,15,1
428,0.6,terciario,0.25,1,0
1891,0.4,universitario,0.67,4,0
2591,0.8,universitario,0.43,0,0
2107,0.6,universitario,0.52,2,0
2108,0.3,universitario,0.56,4,0
1959,0.4,universitario,0.56,4,0
4786,0.9,universitario,0.99,24,1
413,1.8,terciario,0.18,2,0
933,0.9,secundario,0.11,1,0
3180,6.7,terciario,0.59,9,1
4818,0.8,universitario,0.97,23,1
3563,5.5,terciario,0.67,19,1
1302,0.3,secundario,0.23,0,0
4492,20.8,terciario,0.93,5,1
3648,7.0,terciario,0.59,13,0
5023,0.5,universitario,0.96,24,1
2235,0.6,universitario,0.49,3,0
3552,9.6,universitario,0.51,10,0
2310,0.5,universitario,0.53,3,0
2002,0.4,universitario,0.54,1,0
1582,0.6,secundario,0.25,0,0
878,0.5,secundario,0.34,0,0
900,1.2,secundario,0.29,3,0
3815,6.1,terciario,0.78,12,0
4043,12.1,universitario,0.72,6,1
155,0.2,secundario,0.08,1,0
3073,3.5,terciario,0.71,16,1
3436,6.0,terciario,0.66,5,0
2021,0.3,universitario,0.59,4,0
3816,5.2,terciario,0.47,8,1
4747,1.3,universitario,0.9,23,0
1047,0.7,terciario,0.07,1,0
1802,0.6,universitario,0.59,4,0
3394,5.5,terciario,0.48,11,0
2262,0.4,universitario,0.59,2,0
1237,1.1,terciario,0.31,0,0
1088,0.7,secundario,0.17,1,0
2650,6.6,terciario,0.63,5,0
294,0.9,terciario,0.23,1,0
3158,6.1,terciario,0.53,17,0
3347,3.9,terciario,0.65,12,0
1495,0.6,secundario,0.18,0,0
2738,9.3,terciario,0.65,9,1
869,1.4,secundario,0.28,1,0
4803,1.1,universitario,0.98,21,1
3191,5.1,terciario,0.45,12,1
3596,4.7,terciario,0.4,11,0
3316,4.5,terciario,0.68,10,0
386,1.0,secundario,0.14,0,0
5039,1.3,universitario,0.9,22,1
529,1.3,secundario,0.3,0,0
4549,17.7,universitario,0.71,11,1
2433,0.7,universitario,0.44,3,0
2818,5.6,terciario,0.71,10,1
2180,0.4,universitario,0.53,5,0
3490,5.4,terciario,0.52,10,1
823,0.0,secundario,0.29,0,0
1052,1.2,terciario,0.28,1,0
4484,13.5,terciario,0.82,8,1
4467,17.6,terciario,0.76,0,1
2363,0.7,universitario,0.53,3,0
1090,0.9,secundario,0.13,0,0
3313,4.0,terciario,0.56,17,0
1860,0.9,universitario,0.46,4,0
4680,1.1,universitario,0.97,24,1
427,0.7,secundario,0.31,0,0
2709,6.9,universitario,0.65,8,1
1484,1.6,secundario,0.27,1,0
1825,0.7,universitario,0.61,0,0
1187,1.2,secundario,0.16,0,0
2624,3.9,universitario,0.67,10,1
442,0.1,secundario,0.39,0,0
3802,6.8,universitario,0.84,11,0
248,1.5,secundario,0.12,2,0
789,0.6,secundario,0.4,2,0
3533,3.7,terciario,0.56,13,1
1208,0.9,secundario,0.15,0,0
949,0.4,secundario,0.12,1,1
1067,0.9,secundario,0.38,1,0
4828,1.1,universitario,0.92,22,1
1593,0.7,secundario,0.12,0,0
4054,12.5,universitario,0.75,1,1
2304,0.7,universitario,0.47,2,0
2814,7.3,universitario,0.71,12,1
762,1.1,terciario,0.13,2,0
1103,0.3,secundario,0.13,1,0
163,1.0,secundario,0.32,0,0
385,1.2,secundario,0.37,0,0
2325,0.4,universitario,0.54,1,0
4807,1.4,universitario,0.96,23,1
1980,0.5,universitario,0.69,1,0
3673,7.9,terciario,0.61,5,1
4958,0.9,universitario,0.9,21,1
1304,0.3,terciario,0.4,0,0
2091,0.5,universitario,0.71,2,0
125,0.5,secundario,0.19,2,0
4953,1.1,universitario,0.94,20,1
4203,15.1,terciario,0.65,1,1
4268,17.8,universitario,0.77,0,1
863,0.6,secundario,0.07,0,0
976,1.3,terciario,0.18,0,0
4843,1.6,universitario,0.92,23,1
1039,0.7,terciario,0.2,2,0
2788,8.2,universitario,0.64,11,0
3701,5.7,terciario,0.61,5,1
2495,0.4,universitario,0.42,3,0
4668,0.3,universitario,0.99,23,1
5081,0.7,universitario,0.92,23,1
4225,20.0,terciario,0.94,8,1
4665,1.1,universitario,1.0,21,1
486,1.6,secundario,0.09,0,0
3978,10.6,universitario,0.81,5,1
4471,22.5,terciario,0.83,1,1
4670,1.0,universitario,0.97,25,1
637,1.0,secundario,0.23,0,0
2392,0.2,universitario,0.61,0,0
4766,1.7,universitario,1.0,22,1
3975,19.3,universitario,0.91,9,1
1037,1.5,terciario,0.29,1,0
3838,7.4,terciario,0.73,14,0
4829,0.9,universitario,0.9,20,1
2461,0.5,universitario,0.47,1,0
3608,4.4,terciario,0.57,5,0
302,0.0,secundario,0.24,1,0
3309,5.1,terciario,0.55,14,1
1433,0.7,secundario,0.07,2,0
3117,5.7,universitario,0.6,16,0
3603,5.2,terciario,0.56,9,0
2809,8.7,universitario,0.73,5,0
4122,16.5,terciario,0.59,2,0
1955,0.5,universitario,0.71,2,0
4570,18.1,universitario,0.62,4,1
2973,4.3,universitario,0.69,6,1
3131,4.9,terciario,0.59,10,0
1306,1.3,secundario,0.38,0,0
1746,0.1,universitario,0.65,0,0
3518,5.2,universitario,0.71,5,0
3577,4.6,terciario,0.73,12,0
2962,7.1,terciario,0.61,12,0
1893,0.6,universitario,0.58,4,0
3898,26.9,terciario,0.8,6,1
3469,4.7,terciario,0.65,10,1
3468,6.2,terciario,0.56,6,0
3634,7.1,terciario,0.48,15,0
3550,5.5,terciario,0.74,6,1
704,0.5,secundario,0.15,0,0
3157,3.3,terciario,0.59,5,1
4632,1.1,universitario,0.98,21,1
227,0.6,secundario,0.23,2,0
3977,18.9,universitario,0.64,2,1
3036,3.2,terciario,0.85,12,0
3632,6.2,terciario,0.54,8,0
2831,10.0,terciario,0.61,9,1
928,0.7,secundario,0.32,0,0
1740,0.5,universitario,0.63,2,0
1085,0.8,secundario,0.33,2,0
3382,7.9,universitario,0.58,19,0
5072,1.3,universitario,0.98,23,1
2289,0.3,universitario,0.65,0,0
4713,1.2,universitario,1.0,25,1
2544,0.5,universitario,0.72,2,0
463,1.0,secundario,0.28,2,0
2450,0.3,universitario,0.7,2,0
446,0.8,secundario,0.03,1,0
915,0.4,secundario,0.05,0,0
3306,9.7,universitario,0.74,5,1
4261,13.6,terciario,0.88,9,1
4896,1.8,universitario,0.91,25,1
3426,3.8,terciario,0.77,15,1
4207,12.8,universitario,0.78,0,1
2217,0.4,universitario,0.46,2,1
1935,0.4,universitario,0.55,2,0
894,0.5,terciario,0.27,2,0
5047,1.0,universitario,1.0,23,1
2775,9.5,universitario,0.72,10,1
195,0.6,secundario,0.08,0,0
3857,13.7,terciario,0.91,0,0
2992,3.6,terciario,0.53,14,0
2472,0.6,universitario,0.63,3,0
4250,23.1,universitario,0.55,3,1
4533,10.0,universitario,0.77,9,1
3329,7.1,terciario,0.6,8,1
2954,8.5,terciario,0.62,10,0
3013,4.4,universitario,0.73,12,1
1966,0.5,universitario,0.75,1,0
1958,0.4,universitario,0.61,2,0
2746,3.0,terciario,0.6,12,1
2344,0.6,universitario,0.67,0,0
2437,0.9,universitario,0.65,5,1
1051,2.1,terciario,0.26,1,0
3169,9.1,terciario,0.49,12,1
1221,1.5,secundario,0.11,0,0
2698,7.3,terciario,0.56,13,0
2305,0.7,universitario,0.52,0,0
520,1.6,secundario,0.15,2,0
1023,0.7,terciario,0.34,0,0
1355,0.5,secundario,0.05,1,0
578,1.1,secundario,0.0,0,0
2136,0.6,universitario,0.74,0,0
1303,1.1,secundario,0.26,0,0
2727,6.7,universitario,0.53,12,0
4919,0.8,universitario,0.9,24,1
2071,0.2,universitario,0.58,1,0
3211,6.2,universitario,0.71,15,1
4119,17.9,terciario,0.65,11,1
2252,0.5,universitario,0.51,2,0
3788,4.5,terciario,0.65,5,1
2098,0.1,universitario,0.7,2,0
4134,16.8,terciario,0.58,2,0
3155,4.9,terciario,0.55,6,0
1349,1.3,secundario,0.17,0,0
2293,0.5,universitario,0.46,3,0
2813,3.0,terciario,0.7,12,0
1093,0.9,secundario,0.32,1,0
2291,0.5,universitario,0.65,3,0
3863,20.5,terciario,0.7,6,1
3698,3.0,terciario,0.54,7,0
1419,0.1,secundario,0.13,1,0
1964,0.8,universitario,0.65,0,0
2444,0.4,universitario,0.61,0,0
2550,0.3,universitario,0.59,1,0
2237,0.7,universitario,0.75,1,0
1166,0.8,terciario,0.23,1,0
5061,0.9,universitario,0.91,23,1
2722,3.0,universitario,0.55,9,0
178,1.6,secundario,0.07,2,0
2999,6.1,terciario,0.8,10,0
1415,2.1,terciario,0.31,0,0
4473,19.2,universitario,0.59,9,1
973,0.8,secundario,0.01,0,0
3951,17.8,universitario,0.71,6,1
4888,1.7,universitario,1.0,22,1
3066,3.3,terciario,0.64,11,0
3492,6.0,terciario,0.83,12,1
2661,3.0,terciario,0.85,6,1
4997,1.2,universitario,0.92,23,1
2736,8.7,universitario,0.76,15,0
3631,8.6,terciario,0.61,10,1
476,0.9,secundario,0.2,0,0
2009,0.4,universitario,0.57,2,0
4433,22.0,terciario,0.72,3,0
4480,17.9,terciario,0.8,12,1
4128,17.5,universitario,0.71,4,1
1705,0.6,universitario,0.56,1,0
1219,1.1,secundario,0.12,0,0
3778,6.4,terciario,0.63,17,0
3591,3.8,universitario,0.73,8,0
4965,1.7,universitario,0.9,24,1
3059,6.4,terciario,0.55,9,0
2095,0.7,universitario,0.64,4,0
5056,0.9,universitario,0.9,21,1
4456,10.6,terciario,0.88,5,0
2477,0.9,universitario,0.35,3,0
1443,0.1,secundario,0.13,0,0
421,0.7,secundario,0.35,1,0
1720,0.3,universitario,0.61,0,0
3814,3.9,universitario,0.63,6,0
2161,0.5,universitario,0.67,2,0
2320,0.8,universitario,0.52,0,0
1774,0.3,universitario,0.58,3,0
361,1.2,secundario,0.22,2,0
4518,20.6,terciario,0.68,9,1
2140,0.8,universitario,0.54,0,0
1002,1.8,secundario,0.21,0,0
3845,3.0,terciario,0.69,9,0
2127,0.6,universitario,0.58,4,0
2018,0.2,universitario,0.64,1,0
1929,0.7,universitario,0.62,1,0
1674,0.6,universitario,0.69,4,0
4495,14.3,terciario,0.76,8,1
4309,19.7,terciario,0.69,0,1
325,0.0,secundario,0.0,1,0
824,0.7,secundario,0.0,1,0
4586,20.8,terciario,0.81,2,1
1242,1.0,secundario,0.22,0,0
2863,7.1,universitario,0.71,8,1
947,1.1,terciario,0.18,1,0
2652,7.3,universitario,0.73,8,0
3029,5.0,terciario,0.82,13,1
218,0.4,secundario,0.27,2,0
746,0.4,secundario,0.35,0,0
104,0.1,secundario,0.27,1,0
4271,19.3,terciario,0.8,8,1
568,1.2,secundario,0.14,1,0
106,1.3,secundario,0.11,0,0
1020,1.4,terciario,0.15,0,0
2696,6.8,terciario,0.53,10,0
1164,1.2,secundario,0.28,0,0
2691,3.0,universitario,0.67,15,0
343,0.1,secundario,0.32,1,0
1261,0.9,secundario,0.28,1,0
2971,4.0,terciario,0.71,9,0
3836,9.7,terciario,0.4,8,1
2498,0.4,universitario,0.75,4,0
3618,8.9,universitario,0.64,9,1
3522,8.2,terciario,0.49,8,0
2664,5.8,universitario,0.57,12,0
1706,0.2,universitario,0.75,0,0
4929,1.5,universitario,0.9,23,1
2425,0.7,universitario,0.35,0,0
2810,4.3,universitario,0.62,10,0
4499,17.5,terciario,0.9,10,1
1413,1.3,secundario,0.24,1,0
3549,5.4,universitario,0.71,11,0
3913,22.7,terciario,0.63,9,1
4756,1.1,universitario,0.94,21,1
2463,0.5,universitario,0.59,2,0
2076,0.3,universitario,0.56,3,0
3615,10.0,terciario,0.76,8,0
1862,0.7,universitario,0.48,0,0
2840,4.5,universitario,0.63,8,0
4945,0.8,universitario,0.97,24,1
2573,0.7,universitario,0.45,1,0
4108,13.7,universitario,0.88,1,1
1594,0.8,terciario,0.03,0,0
4307,15.1,terciario,0.78,10,1
2259,0.9,universitario,0.58,3,0
1270,1.2,secundario,0.27,2,0
4617,1.5,universitario,1.0,22,1
333,0.7,secundario,0.26,2,0
167,0.3,terciario,0.16,0,0
1704,0.8,universitario,0.53,3,0
3384,7.4,terciario,0.78,9,0
3697,4.8,universitario,0.65,12,0
226,1.3,secundario,0.35,0,0
1397,0.0,secundario,0.23,0,0
2077,0.6,universitario,0.62,0,0
4618,0.8,universitario,0.9,23,1
4582,18.4,universitario,0.65,0,1
2176,0.5,universitario,0.3,0,0
3187,3.8,terciario,0.7,9,0
4446,11.0,terciario,0.71,5,0
3446,5.1,terciario,0.6,13,0
4565,20.5,universitario,0.62,4,1
2898,5.4,terciario,0.62,9,0
1019,0.7,secundario,0.27,0,0
1747,0.7,universitario,0.75,0,0
465,0.9,secundario,0.17,1,0
3388,4.5,universitario,0.57,5,1
2226,0.3,universitario,0.62,0,0
4224,15.1,terciario,0.67,2,1
626,0.6,secundario,0.32,0,0
156,1.0,secundario,0.23,0,0
739,1.3,secundario,0.19,2,0
403,0.4,secundario,0.13,0,0
2867,4.5,terciario,0.67,12,1
1377,0.9,secundario,0.21,1,0
2156,0.2,universitario,0.63,3,0
3745,5.6,universitario,0.57,6,1
4244,14.6,universitario,0.72,7,1
2979,4.0,terciario,0.85,5,1
4303,11.3,terciario,0.82,4,1
2387,0.3,universitario,0.54,0,0
2362,0.7,universitario,0.58,0,1
2397,0.4,universitario,0.59,1,0
1854,0.6,universitario,0.4,1,0
2069,0.2,universitario,0.53,0,0
4452,21.7,terciario,0.72,8,1
3218,5.5,terciario,0.77,8,1
2494,0.4,universitario,0.32,3,0
624,0.7,secundario,0.07,1,0
4001,19.9,terciario,0.67,7,1
3223,6.0,universitario,0.68,17,1
4257,18.1,terciario,0.81,8,1
2070,0.3,universitario,0.66,4,0
772,0.7,secundario,0.26,0,0
4289,11.0,universitario,0.63,4,0
767,0.9,secundario,0.31,1,0
4439,10.5,terciario,0.72,1,1
1988,0.1,universitario,0.74,2,0
3367,8.2,universitario,0.59,6,1
381,0.7,terciario,0.18,0,0
1820,0.9,universitario,0.63,4,0
3048,7.0,universitario,0.64,10,0
1000,0.7,secundario,0.0,2,0
4951,0.9,universitario,1.0,20,1
861,1.1,secundario,0.07,2,0
2007,0.7,universitario,0.58,1,0
4143,12.8,universitario,0.95,3,1
3924,20.9,universitario,0.75,10,1
4239,16.1,universitario,0.77,10,1
3919,18.5,universitario,0.69,5,1
4401,13.4,universitario,0.91,8,1
2694,5.8,universitario,0.63,10,0
4265,17.3,terciario,0.72,2,1
3132,3.0,terciario,0.67,8,0
3680,6.9,universitario,0.78,7,0
2933,6.8,terciario,0.55,5,0
3573,4.2,terciario,0.69,9,1
238,1.3,secundario,0.11,0,0
2281,0.4,universitario,0.45,1,0
2229,0.2,universitario,0.39,2,0
3278,4.5,terciario,0.71,19,0
4468,15.7,terciario,0.66,11,1
4362,20.5,universitario,0.81,7,1
4445,16.1,terciario,0.72,4,1
1432,0.2,secundario,0.35,0,0
2118,0.3,universitario,0.63,0,0
2583,0.2,universitario,0.61,0,0
1459,0.8,secundario,0.25,0,0
1430,0.8,secundario,0.29,0,0
2251,0.7,universitario,0.63,2,0
2223,1.1,universitario,0.61,3,0
4082,13.1,universitario,0.84,7,1
1353,1.0,secundario,0.23,1,0
3379,10.0,universitario,0.56,5,0
3475,6.6,terciario,0.69,16,0
2915,5.7,universitario,0.65,10,0
1949,0.5,universitario,0.49,4,0
3138,4.9,universitario,0.63,5,0
489,1.5,secundario,0.38,2,0
336,0.8,secundario,0.18,1,0
1178,1.4,terciario,0.2,1,0
2085,0.7,universitario,0.53,4,0
4464,17.3,terciario,0.99,8,1
4063,10.7,universitario,0.85,7,1
871,0.9,secundario,0.1,1,0
2266,0.4,universitario,0.62,0,0
774,1.1,secundario,0.15,0,0
350,1.2,secundario,0.17,2,0
1675,0.5,universitario,0.69,0,0
3520,5.5,terciario,0.85,10,1
2182,0.4,universitario,0.75,1,0
1924,0.5,universitario,0.64,0,0
817,1.9,secundario,0.31,0,0
4769,1.6,universitario,0.92,22,1
2149,0.2,universitario,0.56,0,0
4279,17.8,universitario,0.7,6,1
2825,4.4,universitario,0.7,5,1
4622,0.4,universitario,0.98,25,1
1561,0.8,secundario,0.16,1,0
1769,1.0,universitario,0.49,2,0
2857,3.5,terciario,0.71,6,0
2101,0.1,universitario,0.65,2,0
505,1.1,secundario,0.34,0,0
485,1.0,secundario,0.31,2,0
4636,1.1,universitario,0.93,25,1
2253,0.5,universitario,0.45,1,0
1734,0.7,universitario,0.74,2,0
4687,1.4,universitario,1.0,23,1
4026,17.5,universitario,0.7,2,1
4259,15.6,terciario,1.0,7,1
324,0.3,secundario,0.25,2,0
2294,0.5,universitario,0.59,1,0
3237,5.3,terciario,0.7,14,1
1925,0.5,universitario,0.51,0,0
4701,0.5,universitario,0.91,24,1
898,0.5,secundario,0.23,0,0
2972,7.4,terciario,0.59,8,0
110,1.3,secundario,0.15,1,0
2045,0.7,universitario,0.52,2,0
1939,0.5,universitario,0.58,4,0
356,1.2,secundario,0.19,0,0
4609,0.7,universitario,0.98,22,1
1682,0.5,universitario,0.64,3,1
3057,7.8,terciario,0.81,6,1
1025,0.5,terciario,0.29,0,0
4530,16.9,universitario,0.71,11,1
2609,6.8,universitario,0.66,5,1
3876,10.0,terciario,0.75,6,1
4237,22.0,terciario,0.77,0,1
2880,8.1,universitario,0.45,8,0
640,0.9,secundario,0.28,1,0
2846,8.4,terciario,0.4,8,1
4599,17.9,universitario,1.0,4,1
4672,1.5,universitario,0.98,22,0
1246,1.4,secundario,0.09,0,0
768,1.3,secundario,0.21,0,0
3120,6.9,universitario,0.67,15,1
458,0.2,secundario,0.15,0,0
2932,5.2,terciario,0.52,14,0
2884,9.5,terciario,0.56,15,0
1454,0.4,secundario,0.21,1,0
571,1.0,secundario,0.18,0,0
2804,7.0,terciario,0.63,10,0
