satisfaccion_laboral,ultima_evaluacion_desempeño,average_montly_hours,time_spend_company,fue_promocionado,Department,ultima_evaluacion_superior,salida,edad,estado_civil,ausencias_90d,tardanzas_90d,salidas_tempranas_90d,horas_extras_90d
0.1,0.9,299,4,0,marketing,1,1,41,1,1,1,0,2
0.36,0.49,147,3,0,marketing,0.4073846836,2,31,1,1,3,2,7
0.1,0.97,306,4,0,marketing,0.9316501072,2,47,2,0,0,1,4
0.84,1,242,5,0,sales,0.9796230649,2,48,1,1,2,1,2
0.38,0.51,159,3,0,sales,0.4918214969,2,35,0,1,1,2,3
0.41,0.49,147,3,0,sales,0.5238818747,2,57,1,1,2,3,3
0.37,0.51,154,3,0,sales,0.6429227513,1,33,2,0,0,0,2
0.43,0.56,129,3,0,sales,0.4822078135,2,44,0,2,1,1,2
0.46,0.53,161,3,0,sales,0.4164504129,1,42,1,1,2,2,4
0.09,0.84,269,4,0,sales,0.749241147,2,29,1,2,3,1,2
0.78,0.86,274,5,0,sales,0.9760774701,1,60,1,3,2,3,3
0.45,0.53,159,3,0,sales,0.5737432438,1,30,0,0,5,2,4
0.42,0.47,135,3,0,sales,0.4057720368,1,45,0,2,0,1,2
0.46,0.53,147,3,0,sales,0.6247840817,1,52,1,5,1,2,2
0.39,0.49,142,3,0,sales,0.5984109989,1,46,1,2,2,1,4
0.36,0.51,130,3,0,sales,0.6139543016,2,38,1,0,2,1,7
0.43,0.53,147,3,0,sales,0.6556779601,2,50,2,5,1,1,1
0.85,0.87,246,5,0,sales,0.7956723061,1,24,1,1,1,3,4
0.11,0.92,281,4,0,sales,0.9965125786,1,42,2,3,2,2,5
0.11,0.9,253,4,0,sales,0.8881618492,1,29,0,2,3,2,3
0.38,0.47,128,3,0,sales,0.5725995659,2,35,0,1,2,1,4
0.43,0.57,129,3,0,sales,0.6385472031,1,60,1,0,1,1,5
0.75,1,223,6,0,accounting,1,1,37,1,4,1,1,1
0.11,0.92,269,4,0,accounting,0.9668485513,1,39,0,3,3,1,2
0.1,0.9,269,4,0,accounting,0.8032286308,2,52,1,2,3,1,1
0.1,0.81,244,5,0,hr,0.8235080757,1,32,1,1,3,2,3
0.37,0.5,154,3,0,hr,0.6454009219,1,59,2,4,2,0,4
0.11,0.93,140,5,0,hr,1,2,41,1,2,3,0,7
0.45,0.46,159,3,0,hr,0.3229521207,2,25,1,1,2,0,2
0.44,0.48,158,3,0,technical,0.3794444447,1,41,0,1,2,1,1
0.44,0.56,133,3,0,technical,0.449518632,2,52,2,1,4,2,5
0.11,0.77,247,4,0,technical,0.837793973,2,41,1,1,0,1,5
0.79,0.93,268,5,0,technical,1,2,32,0,4,3,0,1
0.8,0.9,267,5,0,technical,0.8140534099,2,22,0,3,1,1,1
0.1,0.87,251,5,0,technical,0.8717558079,2,39,2,3,3,2,6
0.09,0.93,279,4,0,technical,1,1,60,1,2,1,3,2
0.7,0.84,161,4,0,technical,0.9098404634,2,54,2,2,1,0,2
0.72,0.84,256,5,0,technical,0.8526711616,2,57,1,0,3,1,2
0.11,0.8,304,4,0,technical,0.8271043071,2,39,1,0,5,1,4
0.39,0.51,137,3,0,technical,0.5125081641,2,52,1,2,4,1,1
0.4,0.49,144,3,0,support,0.4292645354,1,56,1,2,2,1,4
0.43,0.54,142,3,0,support,0.5595065979,1,60,0,5,0,2,2
0.76,0.87,262,5,0,support,0.9266655906,1,59,0,0,1,0,0
0.4,0.48,142,3,0,support,0.5919968748,2,36,1,2,2,0,3
0.09,0.89,282,4,0,support,0.9308874062,2,27,1,0,2,2,4
0.37,0.54,157,3,0,support,0.6183364611,2,29,1,3,3,0,1
0.87,0.91,228,5,0,support,0.8080214905,2,43,1,0,1,1,5
0.1,0.86,283,4,0,support,0.8484672423,2,22,1,1,4,3,5
0.11,0.86,286,4,0,support,0.7127994859,2,34,1,1,2,1,9
0.43,0.5,148,3,0,support,0.4240036594,2,45,1,0,4,0,4
0.1,0.81,245,4,0,support,0.8779385145,2,42,1,2,0,2,3
0.11,0.95,279,4,0,technical,1,2,25,2,2,4,0,1
0.85,0.87,245,5,0,technical,0.7497534299,1,28,1,1,2,1,4
0.37,0.49,138,3,0,technical,0.4604482948,2,33,1,0,1,1,5
0.44,0.52,141,3,0,management,0.6100212906,2,34,1,3,2,0,3
0.1,0.83,302,5,0,IT,0.7412106904,1,37,1,2,2,2,7
0.11,0.89,268,4,0,IT,0.9065254848,1,27,0,0,1,0,5
0.87,0.88,240,5,0,IT,0.9499213888,1,35,2,0,3,1,3
0.39,0.49,127,3,0,IT,0.5247956351,2,52,0,5,0,2,5
0.1,0.94,264,4,0,IT,0.8464074204,2,57,0,3,2,2,2
0.44,0.53,155,3,0,product_mng,0.4866153706,1,58,1,1,3,2,3
0.4,0.49,143,3,0,product_mng,0.5751375353,1,56,1,0,1,0,0
0.76,0.98,217,6,0,product_mng,0.9962679542,1,31,0,1,2,1,2
0.46,0.55,147,3,0,product_mng,0.4015688841,2,38,2,0,2,0,2
0.9,0.92,271,5,0,IT,0.998297228,2,51,2,0,1,3,3
0.85,0.87,273,5,0,RandD,0.7305934065,1,28,1,1,2,0,5
0.1,0.78,285,4,0,RandD,0.8537201348,2,39,1,1,2,2,2
0.43,0.49,131,3,0,RandD,0.400744168,1,40,1,3,5,0,5
0.2,0.5,135,6,0,RandD,0.637422044,1,36,1,3,1,1,0
0.81,0.92,239,5,0,RandD,0.8803822254,2,60,2,3,3,1,2
0.83,0.85,237,5,0,marketing,0.7980794849,1,43,1,0,1,0,2
0.14,0.75,277,5,0,sales,0.6446664151,2,60,1,1,5,1,2
0.1,0.84,303,5,0,accounting,0.7816812646,1,51,2,1,1,4,3
0.91,0.98,242,6,0,support,1,2,41,1,0,3,1,1
0.37,0.57,158,3,0,technical,0.7189003013,2,53,1,3,3,1,6
0.42,0.57,147,3,0,management,0.5304928592,1,46,1,2,1,0,1
0.39,0.68,282,5,0,marketing,0.6645831893,2,44,1,1,3,0,4
0.39,0.54,154,3,0,marketing,0.6066212815,2,26,1,3,1,2,8
0.44,0.52,149,3,0,marketing,0.6358587341,1,51,0,1,3,1,4
0.37,0.45,149,3,0,sales,0.4779133003,2,60,0,2,2,0,1
0.39,0.53,146,3,0,sales,0.4974577095,1,48,0,0,0,2,1
0.72,0.94,258,5,0,sales,0.9137865523,1,58,0,1,2,1,5
0.37,0.49,148,3,0,sales,0.5486854439,2,28,2,2,3,1,4
0.82,0.94,236,5,0,sales,0.7909654791,1,26,1,4,3,0,3
0.42,0.52,134,3,0,sales,0.5558768012,1,36,2,0,3,0,1
0.59,1,155,5,0,sales,0.9566479031,1,29,1,2,2,1,2
0.82,0.86,257,5,0,sales,0.9482591994,1,30,1,3,1,2,2
0.73,0.97,189,2,0,sales,0.8478971919,2,32,1,1,1,1,4
0.78,0.66,164,3,0,sales,0.6864606801,2,43,1,3,1,1,4
0.09,0.95,271,4,0,sales,0.944291867,2,55,2,1,4,4,3
0.1,0.97,280,4,0,sales,1,2,56,1,3,2,1,3
0.45,0.46,149,3,0,sales,0.3294560783,2,34,1,3,2,0,9
0.83,0.81,219,5,0,sales,0.8339951362,2,32,0,0,1,0,3
0.43,0.51,128,3,0,sales,0.5284453764,2,53,1,2,1,3,0
0.4,0.47,128,3,0,sales,0.4881980283,1,36,2,1,1,1,4
0.43,0.46,157,3,0,sales,0.4910463,2,59,2,1,2,1,4
0.78,0.93,225,5,0,sales,0.9829403812,1,22,1,2,2,4,4
0.39,0.45,140,3,0,sales,0.5414966999,1,45,1,1,0,1,2
0.11,0.97,310,4,0,accounting,0.900946216,2,43,1,1,1,0,1
0.36,0.52,143,3,0,accounting,0.6175148231,1,24,1,1,2,2,2
0.36,0.54,153,3,0,accounting,0.5394767047,2,35,1,3,1,0,3
0.1,0.79,310,4,0,hr,0.6631174837,2,23,1,0,1,0,3
0.4,0.47,136,3,0,hr,0.3375652788,1,53,0,2,1,1,4
0.81,0.85,251,6,0,hr,0.8002714956,2,59,1,1,2,0,3
0.4,0.47,144,3,0,hr,0.5554690931,2,54,1,2,0,2,4
0.09,0.93,296,4,0,technical,0.9923042804,2,27,1,4,2,0,2
0.76,0.89,238,5,0,technical,0.9765844894,1,60,0,1,2,2,3
0.73,0.93,162,4,0,technical,0.9351807169,1,46,1,0,0,3,3
0.38,0.49,137,3,0,technical,0.4720596994,1,55,1,0,4,0,0
0.72,0.84,257,5,0,technical,0.734235758,2,32,1,2,1,1,3
0.4,0.56,148,3,0,technical,0.5084578261,1,58,1,2,1,0,1
0.91,0.99,254,5,0,technical,0.9702058099,1,28,1,0,2,3,3
0.85,0.85,247,6,0,technical,0.7265801289,1,43,2,3,2,1,4
0.9,0.7,206,4,0,technical,0.6161835858,1,60,0,3,1,0,1
0.46,0.55,145,3,0,technical,0.5794675882,1,31,0,2,4,1,1
0.43,0.57,159,3,0,technical,0.6406989343,2,42,2,1,3,2,2
0.89,0.88,228,5,0,support,1,2,27,0,3,4,7,5
0.09,0.81,257,4,0,support,0.9399339994,2,22,0,2,4,2,1
0.4,0.48,155,3,0,support,0.5227695599,2,55,1,3,1,3,1
0.76,0.83,293,6,0,support,0.806374416,2,35,0,2,5,2,5
0.4,0.57,151,3,0,support,0.6108532094,2,57,1,2,5,0,2
0.37,0.48,160,3,0,support,0.5656954854,2,48,1,1,0,3,4
0.37,0.53,143,3,0,support,0.4155008573,2,30,1,3,4,2,4
0.11,0.96,280,4,0,support,0.9329714669,2,27,0,1,3,4,5
0.37,0.52,158,3,0,support,0.6219406857,1,52,1,0,0,0,4
0.09,0.89,310,4,0,support,0.8551498856,1,38,0,3,1,2,3
0.88,0.86,258,5,0,support,0.8815616814,1,57,0,2,2,1,2
0.84,0.94,262,5,0,technical,0.9663308083,1,42,1,1,1,1,2
0.1,0.98,265,4,0,technical,0.8853428759,2,48,1,2,3,0,1
0.41,0.47,143,3,0,technical,0.4286706325,1,49,1,2,2,4,3
0.84,0.91,232,6,0,management,0.8603533866,2,37,1,1,4,1,4
0.41,0.55,161,3,0,IT,0.4078590126,1,56,0,2,1,0,3
0.53,0.76,132,6,0,IT,0.6172575292,1,57,0,1,2,2,4
0.42,0.47,139,3,0,IT,0.5695091131,2,56,1,2,0,2,8
0.36,0.5,131,3,0,IT,0.431921243,1,40,2,2,3,2,0
0.38,0.52,161,3,0,IT,0.5254236299,2,42,2,2,3,3,3
0.36,0.48,152,3,0,product_mng,0.4196176721,2,54,1,0,1,0,3
0.46,0.54,138,3,0,product_mng,0.6722037735,2,44,0,1,2,2,5
0.37,0.47,159,3,0,product_mng,0.3977890277,1,27,1,2,2,1,4
0.42,0.49,153,3,0,product_mng,0.4688970438,2,53,0,1,1,2,0
0.44,0.56,156,3,0,IT,0.6718190751,1,43,1,2,1,1,7
0.92,0.82,265,5,0,RandD,0.92258007,1,24,0,1,1,0,5
0.1,0.79,301,5,0,RandD,0.6958304254,1,56,1,2,4,2,6
0.76,1,220,6,0,RandD,1,2,37,2,0,1,1,7
0.11,0.79,247,4,0,RandD,0.777456066,1,46,1,1,5,2,4
0.43,0.48,136,3,0,RandD,0.4748906616,2,38,1,1,1,0,4
0.4,0.49,160,3,0,marketing,0.3800439917,2,60,1,1,5,1,2
0.11,0.84,310,4,0,sales,0.7141804541,1,34,0,1,1,3,4
0.84,0.82,240,5,0,accounting,0.8883817921,2,49,0,2,2,3,5
0.84,0.84,238,5,0,support,0.8389383457,2,32,2,0,1,0,4
0.51,0.6,243,5,0,technical,0.5810552108,2,31,2,1,0,1,0
0.66,0.91,248,4,0,management,0.9788524686,2,60,0,3,1,1,6
0.42,0.56,137,3,0,marketing,0.6396538697,1,45,1,0,2,4,6
0.38,0.49,155,3,0,marketing,0.3876724503,1,59,1,1,2,0,8
0.15,0.63,229,3,0,marketing,0.6630675448,2,45,2,5,4,0,3
0.38,0.53,140,3,0,sales,0.4206062247,2,54,2,2,4,3,5
0.43,0.54,156,3,0,sales,0.6154125258,2,38,1,1,1,1,4
0.37,0.57,147,3,0,sales,0.6170865469,2,57,0,2,2,0,3
0.11,0.92,293,4,0,sales,1,2,56,0,1,1,1,2
0.41,0.53,157,3,0,sales,0.4006874049,1,27,0,1,4,2,6
0.84,0.96,247,5,0,sales,0.8271164163,1,37,2,3,3,2,4
0.4,0.51,148,3,0,sales,0.4446561224,1,49,1,3,3,1,3
0.58,0.74,215,3,0,sales,0.6685117051,0,53,2,1,1,2,4
0.82,0.67,202,3,0,sales,0.5940936397,0,47,1,0,2,1,3
0.45,0.69,193,3,0,sales,0.8118763742,0,32,1,1,3,1,2
0.78,0.82,247,3,0,sales,0.74486386,0,46,1,3,4,1,3
0.49,0.6,214,2,0,sales,0.5315849178,0,52,0,3,1,0,1
0.36,0.95,206,4,0,sales,1,0,42,0,2,4,1,5
0.54,0.37,176,2,0,sales,0.3549219527,0,24,0,0,6,1,3
0.99,0.91,136,4,0,sales,0.9930131671,0,33,0,1,2,2,3
0.5,0.75,127,3,0,sales,0.6196098473,0,46,0,2,1,0,6
0.74,0.64,268,3,0,sales,0.6362713581,0,38,1,1,2,1,4
0.56,0.58,258,3,0,sales,0.4400840801,0,59,2,1,1,1,3
0.34,0.39,136,3,0,sales,0.258795961,0,57,1,2,2,1,1
0.48,0.94,255,6,0,accounting,1,0,57,0,1,4,0,1
0.73,0.62,218,3,0,accounting,0.5117736113,0,40,1,3,2,2,2
0.59,0.87,268,4,0,accounting,0.8797262047,0,23,1,2,0,1,4
0.81,0.57,224,2,0,hr,0.5433286808,0,38,1,2,5,3,6
0.9,0.66,231,3,0,hr,0.6142029979,0,51,2,1,1,3,4
0.41,0.84,191,6,0,hr,0.9599500037,0,31,1,2,2,0,1
0.89,0.92,165,5,0,hr,0.776547019,0,56,1,1,1,0,4
0.48,0.84,252,3,0,technical,0.8891369059,0,57,0,3,4,2,6
0.79,0.97,266,2,0,technical,1,0,54,1,2,5,1,4
0.98,0.66,248,3,0,technical,0.678050455,0,22,2,1,3,3,3
0.75,0.7,144,4,0,technical,0.8310467386,0,39,2,0,3,0,2
1,0.41,174,3,0,technical,0.2756773638,0,25,0,3,1,0,1
0.24,0.82,179,6,0,technical,0.7956379957,0,48,1,3,4,0,3
0.84,0.43,246,4,0,technical,0.3580473373,0,46,1,0,2,2,3
0.56,0.86,201,3,0,technical,0.9292462895,0,49,1,3,4,1,2
0.92,0.93,208,3,0,technical,1,0,43,1,3,4,2,1
0.61,0.98,267,3,0,technical,0.9069590187,0,46,1,1,1,1,2
0.84,0.77,262,4,0,technical,0.8162523804,0,38,2,1,2,0,0
0.85,0.59,235,3,0,support,0.4994292898,0,33,0,1,3,2,2
0.67,0.57,160,4,0,support,0.5895990764,0,37,1,2,2,0,3
0.54,0.94,267,4,0,support,0.929179746,0,58,1,2,2,1,5
0.75,0.56,175,4,0,support,0.7016015989,0,37,0,0,4,1,0
0.82,0.79,224,2,0,support,0.8225581818,0,38,1,2,1,1,7
0.76,0.6,177,2,0,support,0.5548519116,0,52,2,2,2,2,2
0.19,0.53,191,4,0,support,0.4142287355,0,36,1,1,2,1,2
0.61,0.41,138,3,0,support,0.3053740486,0,34,2,0,4,0,0
0.51,0.8,218,2,0,support,0.717595079,0,48,0,2,3,0,1
0.52,0.88,179,2,0,support,0.8052899984,0,42,2,2,1,1,4
0.74,0.58,241,3,0,support,0.6851848174,0,23,1,1,2,0,1
0.98,0.91,240,3,0,technical,0.9283668365,0,29,1,1,4,4,3
0.71,0.92,202,4,0,technical,0.9270172734,0,28,0,3,3,1,3
0.33,0.88,260,3,0,technical,0.7644306616,0,31,2,1,1,2,6
0.98,0.97,196,3,0,management,1,0,25,0,1,2,1,3
0.52,0.59,176,3,0,IT,0.656844291,0,57,0,0,2,1,1
0.84,0.65,140,3,0,IT,0.5203005086,0,56,1,1,1,2,3
0.87,0.5,242,2,0,IT,0.5623505292,0,24,1,1,3,0,1
0.48,0.85,279,4,0,IT,0.8630614652,0,39,1,0,6,0,6
0.58,0.55,202,3,0,IT,0.4245176037,0,45,0,1,2,0,1
0.58,0.84,228,3,0,product_mng,0.8274901925,0,53,1,0,2,2,4
0.73,0.69,171,3,0,product_mng,0.6854088861,0,55,1,1,3,1,2
0.68,0.54,153,3,0,product_mng,0.439732362,0,23,0,2,1,2,6
0.41,0.68,165,3,0,product_mng,0.8137094441,0,23,2,2,0,0,2
0.85,0.6,182,3,0,IT,0.7049926114,0,31,0,1,0,1,1
0.54,0.7,239,5,0,RandD,0.7507067012,0,44,0,0,2,1,3
0.81,0.61,231,2,0,RandD,0.5986886683,0,36,2,1,3,2,3
0.7,0.52,255,3,0,RandD,0.4935296625,0,33,1,0,0,2,2
0.63,0.66,237,2,0,RandD,0.7052920401,0,38,1,3,4,1,4
0.68,0.54,251,2,0,RandD,0.5536295608,0,39,0,1,1,2,6
0.7,0.53,178,2,0,marketing,0.3986819318,0,35,1,1,0,2,6
0.82,0.65,148,3,0,sales,0.6537507946,0,38,1,2,3,0,3
0.72,0.94,240,4,0,accounting,1,0,36,1,1,2,1,1
0.77,0.78,269,3,0,support,0.7677719633,0,33,0,0,2,4,3
0.86,0.91,147,3,0,technical,0.7755869733,0,37,1,0,2,0,5
0.15,0.97,198,5,0,management,1,0,53,1,1,2,0,2
0.81,0.99,143,3,0,marketing,0.9004091346,0,44,1,2,2,3,1
0.93,0.98,238,2,0,marketing,0.9075862505,0,59,1,1,2,1,3
0.62,0.74,213,4,0,marketing,0.639411906,0,55,2,0,1,0,1
0.53,0.81,226,3,0,sales,0.7590645195,0,55,2,2,2,1,3
0.86,0.99,169,2,0,sales,1,0,37,2,2,5,0,1
0.92,0.65,238,2,0,sales,0.6558157579,0,55,2,3,0,1,2
0.97,0.83,202,3,0,sales,0.7414643822,0,28,1,1,1,1,2
0.39,0.78,205,6,0,sales,0.8933490234,0,54,2,0,0,1,1
0.45,0.66,111,4,0,sales,0.7738745565,0,25,1,1,6,2,1
0.41,0.47,104,3,0,sales,0.5811735275,0,28,0,2,3,1,2
0.51,0.69,212,3,0,sales,0.6116388634,0,39,1,4,3,0,6
0.74,0.62,236,4,0,sales,0.6053718033,0,25,2,2,1,1,1
0.69,0.57,245,2,0,sales,0.7154968968,0,32,1,0,1,1,6
0.84,0.64,267,4,0,sales,0.7216037429,0,41,1,1,3,3,3
0.69,0.66,106,5,0,sales,0.5181502264,0,32,2,1,3,0,0
0.93,0.53,198,3,0,sales,0.3995613774,0,36,0,0,2,1,2
0.33,0.45,239,3,0,sales,0.439179413,0,38,0,0,1,2,0
0.25,0.65,220,3,0,sales,0.7727660618,0,55,0,2,0,1,4
0.63,0.59,224,3,0,sales,0.6016105394,0,33,1,2,0,2,3
0.81,0.62,100,3,0,sales,0.6193437524,0,49,0,1,4,1,0
0.12,0.87,244,5,0,sales,0.75164211,0,56,1,1,2,1,5
0.52,0.66,139,3,0,sales,0.7070340314,0,29,2,1,0,3,2
0.57,0.51,152,2,0,accounting,0.6066309482,0,48,0,1,3,0,4
0.84,0.58,208,3,0,accounting,0.5441260023,0,43,2,2,5,1,3
0.6,0.95,205,3,0,accounting,1,0,45,1,0,1,2,1
0.73,0.44,194,6,0,hr,0.5793429962,0,23,1,3,3,3,1
0.2,0.58,209,5,0,hr,0.4911299377,0,52,1,3,2,3,4
0.58,0.9,212,3,0,hr,0.9069988894,0,43,1,3,3,1,2
0.48,0.56,151,3,0,hr,0.4961413874,0,22,1,2,2,1,2
0.54,0.67,282,6,0,technical,0.7578563257,0,35,2,0,3,2,4
0.86,1,256,3,0,technical,1,0,46,1,2,2,0,1
0.94,0.83,185,3,0,technical,0.8703747253,0,57,0,3,3,0,3
0.76,0.74,132,3,0,technical,0.8293742479,0,57,1,1,1,4,4
0.61,0.95,233,3,0,technical,0.9187911418,0,24,1,2,1,2,1
0.56,0.94,215,2,0,technical,1,0,26,0,2,1,2,1
1,0.74,220,4,0,technical,0.7499086602,0,22,2,4,1,0,0
0.15,0.53,222,3,0,technical,0.4273864469,0,40,1,1,2,0,2
0.19,0.58,182,2,0,technical,0.6387697355,0,54,1,3,2,0,2
0.17,0.73,258,4,0,technical,0.8179784051,0,51,1,2,2,1,4
0.71,0.57,209,2,0,technical,0.5150285031,0,33,2,1,4,0,3
0.86,0.79,242,2,0,support,0.8971537771,0,31,0,0,0,0,6
0.59,0.88,155,3,0,support,1,0,55,2,1,2,0,2
0.74,0.76,104,4,0,support,0.6930713462,0,37,1,0,3,2,0
0.98,0.92,201,3,0,support,1,0,50,2,2,1,1,1
0.93,0.75,143,3,0,support,0.6422134584,0,36,2,0,1,0,2
1,0.92,161,3,0,support,0.8306047005,0,32,2,1,0,2,1
0.59,0.81,200,2,0,support,0.7152674518,0,55,1,3,0,1,4
0.98,0.55,255,2,0,support,0.668196913,0,57,0,2,3,3,4
0.35,0.5,227,2,0,support,0.5462877657,0,51,0,0,2,2,5
0.42,0.96,270,6,0,support,0.855631285,0,56,0,2,1,2,1
0.61,0.85,230,3,0,support,0.8320970255,0,30,1,0,5,2,2
0.78,0.72,270,3,0,technical,0.7545894075,0,39,0,2,4,2,5
0.93,0.52,200,3,0,technical,0.3950392255,0,40,2,2,4,1,2
0.5,0.95,207,3,0,technical,1,0,60,0,1,2,1,5
0.67,0.51,182,3,0,management,0.6010810606,0,25,0,0,2,1,2
0.75,0.85,234,3,0,IT,0.8515620321,0,27,0,3,1,1,2
0.79,0.51,237,2,0,IT,0.6501379846,0,54,0,3,2,1,5
0.84,0.89,187,2,0,IT,0.8653282938,0,53,1,0,1,1,3
0.72,0.5,257,6,0,IT,0.6452330957,0,37,1,3,3,1,4
0.57,0.48,194,2,0,IT,0.5303759996,0,32,0,2,4,1,3
0.73,0.52,162,3,0,product_mng,0.560401382,0,43,1,1,3,0,2
0.74,0.58,148,2,0,product_mng,0.4797864686,0,57,0,1,2,0,9
0.52,0.83,210,2,0,product_mng,0.9445783275,0,44,2,1,3,1,3
0.56,0.76,213,2,0,product_mng,0.7382469064,0,47,0,2,3,1,4
0.76,0.68,189,2,0,IT,0.5786700217,0,52,2,4,3,1,0
0.82,0.93,185,2,0,RandD,0.783782256,0,50,1,0,1,1,5
0.76,0.83,186,2,0,RandD,0.8479267051,0,26,1,2,5,2,1
0.62,0.59,128,3,0,RandD,0.5982198866,0,59,1,0,3,2,5
0.48,0.8,268,3,0,RandD,0.8658060867,0,46,2,2,1,1,6
0.64,0.77,213,3,0,RandD,0.8870774159,0,55,2,1,2,1,2
0.74,0.82,142,2,0,marketing,0.6938219754,0,33,1,0,3,1,1
0.52,0.43,199,2,0,sales,0.4994489471,0,43,1,3,2,4,1
0.67,0.5,157,2,0,accounting,0.4062235832,0,30,1,1,1,2,4
0.71,0.76,172,2,0,support,0.8674531159,0,41,0,2,4,3,7
0.72,0.63,176,3,0,technical,0.7257190542,0,50,0,1,1,0,6
0.33,0.58,183,2,0,management,0.5922381265,0,50,0,2,3,1,6
0.91,0.56,270,2,0,marketing,0.6230728396,0,48,2,2,4,2,4
0.88,0.68,157,4,0,marketing,0.624305034,0,38,0,4,2,1,3
0.96,0.6,185,3,0,marketing,0.5913503697,0,26,1,3,2,0,4
0.97,0.68,167,3,0,sales,0.7764910693,0,34,1,0,0,1,2
0.27,0.59,226,5,0,sales,0.5777795592,0,36,2,2,4,3,5
0.65,0.64,223,4,0,sales,0.5973394796,0,36,0,0,2,1,2
0.68,0.73,257,3,0,sales,0.7282637342,0,39,1,1,3,2,4
0.68,0.46,143,3,0,sales,0.5584747757,0,23,1,3,0,4,2
0.69,0.74,215,2,0,sales,0.6905624142,0,44,0,0,1,3,3
0.79,0.99,194,4,0,sales,0.8921284779,0,34,1,1,5,1,5
0.74,0.92,193,3,0,sales,0.9836042061,0,25,0,2,1,1,2
0.8,0.83,163,3,0,sales,0.9277934638,0,46,0,2,2,1,4
0.38,0.94,252,5,0,sales,0.8201912436,0,32,1,2,3,1,1
0.26,0.83,168,3,0,sales,0.7519622338,0,33,0,0,2,3,1
0.81,0.86,231,3,0,sales,0.7525915969,0,34,1,1,3,2,5
0.67,0.54,141,2,0,sales,0.4943824235,0,30,1,2,1,3,1
0.55,0.81,260,2,0,sales,0.7951052937,0,59,1,2,2,1,2
0.87,0.71,132,2,0,sales,0.7846479011,0,27,0,4,4,0,1
0.46,0.69,159,2,0,sales,0.7353442755,0,31,0,1,1,3,3
0.63,0.57,177,3,0,sales,0.6062785702,0,44,1,0,2,0,2
0.54,0.96,248,3,0,sales,0.915712484,0,36,2,2,1,2,1
1,0.49,185,2,0,sales,0.5924342659,0,44,1,1,3,1,2
0.97,0.66,149,2,0,accounting,0.6513861502,0,58,0,1,1,3,3
0.9,0.92,152,3,0,accounting,1,0,55,0,0,2,0,3
0.75,0.7,129,3,0,accounting,0.7402426415,0,37,0,0,3,0,3
0.92,0.84,208,2,0,hr,0.7278794225,0,53,1,1,1,1,1
0.8,0.94,136,2,0,hr,0.9928532686,0,59,1,0,3,1,2
0.57,0.81,142,2,0,hr,0.7575312046,0,26,1,0,1,3,3
0.81,0.94,225,4,0,hr,0.995898159,0,38,1,1,3,1,3
0.64,0.6,143,3,0,technical,0.4708923444,0,43,2,3,2,3,2
0.71,0.54,215,3,0,technical,0.4424644312,0,60,1,1,0,2,4
0.35,0.58,229,6,0,technical,0.6867211777,0,39,1,2,2,0,4
0.88,0.81,193,5,0,technical,0.7281538671,0,49,1,5,0,0,3
0.13,0.59,160,5,0,technical,0.6911123376,0,34,0,0,2,0,2
0.82,0.73,195,5,0,technical,0.6637828265,0,22,0,2,1,1,4
0.17,0.92,189,2,0,technical,0.962864573,0,40,1,5,4,1,2
0.21,0.82,207,5,0,technical,0.8782451721,0,55,1,1,1,0,2
0.89,0.47,108,3,0,technical,0.4737964259,0,25,0,4,2,2,7
0.2,0.72,224,4,0,technical,0.661593203,0,24,1,2,1,0,6
0.99,0.81,180,3,0,technical,0.7237933129,0,31,0,0,2,0,3
0.26,0.85,152,4,0,support,0.7099568064,0,49,2,1,0,1,4
0.22,0.53,244,2,0,support,0.4711839204,0,55,1,1,3,1,1
0.79,0.84,176,3,0,support,0.8859488372,0,60,1,2,4,0,0
0.73,0.79,145,2,0,support,0.9214914455,0,40,1,0,2,1,1
0.83,0.54,149,3,0,support,0.6513613447,0,57,2,2,4,0,1
0.42,0.54,122,4,0,support,0.619819433,0,24,0,3,2,0,2
0.18,0.8,110,5,0,support,0.886534203,0,44,1,1,4,1,2
0.92,0.91,222,2,0,support,0.959495471,0,38,1,0,1,2,3
0.87,0.52,237,3,0,support,0.4480860573,0,28,0,1,1,1,3
0.72,0.65,224,3,0,support,0.7721585092,0,47,1,5,1,0,4
0.64,0.58,115,5,0,support,0.6312196936,0,39,1,1,0,1,5
1,0.66,180,3,0,technical,0.6781321893,0,27,0,2,0,0,3
0.83,0.65,162,3,0,technical,0.5332968408,0,52,0,1,2,0,4
0.98,0.58,136,3,0,technical,0.5641166631,0,50,1,3,3,1,3
0.7,0.87,260,2,0,management,0.8581074814,0,30,1,1,3,3,2
0.9,0.79,150,2,0,IT,0.8993690829,0,56,2,1,0,1,4
0.55,0.99,248,3,0,IT,1,0,38,1,3,4,0,5
0.78,0.84,233,3,0,IT,0.8041201647,0,33,0,2,3,1,2
0.89,0.53,272,3,0,IT,0.6730400986,0,57,0,2,4,1,2
0.17,0.59,197,5,0,IT,0.473216178,0,45,1,1,5,1,4
0.14,0.64,164,5,0,product_mng,0.6167645285,0,31,0,0,1,1,3
0.85,0.57,216,2,0,product_mng,0.4326074026,0,51,1,1,2,2,2
0.84,0.79,266,3,0,product_mng,0.8619712362,0,50,0,0,3,2,6
0.7,0.69,102,4,0,product_mng,0.8154229657,0,60,0,0,2,2,3
0.16,0.98,284,5,0,IT,0.9140111989,0,31,2,2,2,0,2
